, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2020-01-11,3125.0,4460.0,653.0,298.0,806.0,3641.0,309.0,612.0,238.0,436.0,1506.0,640.0,2147.0,87.0,2545.0,4136.0,10155.0,11153.0,406.0,12803.0,826.0,638.0,1481.0,65.0,86529.0,440.0,89713.0,89999.0,799.0,380.0,91179.0,548.0,92609.0,82.0,573.0,93183.0,93183.0,64.0,77.0,170.0,187.0,67.0,642.0,50.0,164.0,158.0,62.0,1142.0,1664.0,401.0,446.0,1479.0,368.0,1879.0,460.0,1205.0,1316.0,2331.0,2399.0,45.0,3510.0,3467.0,3112.0,3131.0,242.0,5846.0,102.0,122.0,7405.0,91.0,165.0,179.0,119.0,52.0,261.0,262.0,142.0,392.0,952.0,70.0,48.0,53.0,236.0,52.0,1130.0,137.0,10817.0,11426.0,4202.0,762.0,18471.0,1246.0,778.0,3065.0,22615.0,22615.0,23036.0,23036.0,653.0,118490.0,179.0,403.0,113.0,538.0,251.0,485.0,124053.0,5565.0,126491.0,862.0,1148.0,852.0,129262.0
2020-01-12,3129.0,4460.0,652.0,295.0,806.0,3638.0,309.0,612.0,237.0,436.0,1507.0,635.0,2149.0,86.0,2538.0,4136.0,10158.0,11160.0,402.0,12214.0,824.0,639.0,1480.0,64.0,86500.0,440.0,89655.0,89999.0,796.0,380.0,91179.0,538.0,92596.0,81.0,570.0,93168.0,93169.0,63.0,75.0,171.0,179.0,65.0,643.0,50.0,164.0,158.0,63.0,1146.0,1657.0,401.0,448.0,1488.0,368.0,1892.0,460.0,1205.0,1315.0,2327.0,2393.0,45.0,3513.0,3467.0,3110.0,3122.0,241.0,5838.0,101.0,122.0,7400.0,91.0,165.0,179.0,119.0,52.0,267.0,262.0,135.0,396.0,953.0,70.0,48.0,53.0,236.0,52.0,1120.0,137.0,10802.0,11409.0,4199.0,756.0,18468.0,1238.0,775.0,3073.0,22618.0,22618.0,23056.0,23056.0,628.0,118522.0,172.0,417.0,114.0,570.0,267.0,501.0,124189.0,5817.0,126872.0,878.0,1107.0,823.0,129700.0
2020-01-13,3155.0,4460.0,650.0,290.0,806.0,3633.0,308.0,612.0,236.0,436.0,1513.0,635.0,2155.0,86.0,2533.0,4132.0,10152.0,11157.0,401.0,12111.0,824.0,637.0,1480.0,64.0,86502.0,440.0,89643.0,89999.0,795.0,379.0,91175.0,528.0,92585.0,81.0,564.0,93152.0,93152.0,66.0,79.0,172.0,186.0,64.0,646.0,49.0,164.0,158.0,64.0,1150.0,1653.0,398.0,451.0,1494.0,367.0,1904.0,460.0,1204.0,1315.0,2326.0,2388.0,45.0,3518.0,3471.0,3112.0,3116.0,241.0,5829.0,100.0,122.0,7395.0,91.0,165.0,179.0,119.0,52.0,264.0,262.0,128.0,399.0,957.0,70.0,48.0,53.0,236.0,52.0,1109.0,137.0,10786.0,11393.0,4197.0,752.0,18467.0,1230.0,775.0,3065.0,22609.0,22609.0,23022.0,23022.0,603.0,118461.0,169.0,392.0,106.0,581.0,279.0,517.0,124215.0,5920.0,126994.0,882.0,1008.0,803.0,129738.0
2020-01-14,3159.0,4460.0,654.0,285.0,806.0,3629.0,305.0,610.0,236.0,436.0,1516.0,635.0,2168.0,86.0,2532.0,4125.0,10141.0,11148.0,397.0,12105.0,824.0,638.0,1483.0,64.0,86511.0,440.0,89656.0,89999.0,797.0,377.0,91172.0,519.0,92570.0,80.0,560.0,93132.0,93132.0,71.0,81.0,174.0,196.0,65.0,648.0,49.0,163.0,157.0,64.0,1154.0,1659.0,397.0,452.0,1498.0,368.0,1915.0,460.0,1202.0,1314.0,2322.0,2383.0,45.0,3522.0,3473.0,3117.0,3117.0,241.0,5825.0,99.0,122.0,7390.0,91.0,165.0,179.0,119.0,52.0,255.0,262.0,121.0,402.0,958.0,70.0,48.0,53.0,236.0,52.0,1098.0,137.0,10766.0,11374.0,4196.0,750.0,18460.0,1220.0,768.0,3054.0,22598.0,22598.0,23028.0,23028.0,600.0,118420.0,175.0,391.0,104.0,561.0,287.0,528.0,124207.0,5955.0,127010.0,884.0,1039.0,799.0,129697.0
2020-01-15,3159.0,4457.0,655.0,285.0,806.0,3630.0,305.0,606.0,236.0,436.0,1514.0,635.0,2187.0,86.0,2531.0,4122.0,10137.0,11147.0,396.0,12186.0,824.0,640.0,1491.0,63.0,86504.0,440.0,89657.0,89999.0,802.0,376.0,91172.0,509.0,92561.0,79.0,557.0,93120.0,93121.0,78.0,86.0,178.0,209.0,69.0,654.0,49.0,162.0,156.0,67.0,1160.0,1662.0,396.0,453.0,1501.0,367.0,1923.0,460.0,1199.0,1312.0,2315.0,2385.0,45.0,3525.0,3475.0,3120.0,3119.0,241.0,5825.0,98.0,122.0,7385.0,91.0,165.0,179.0,119.0,51.0,254.0,262.0,126.0,405.0,958.0,70.0,48.0,53.0,236.0,52.0,1088.0,137.0,10742.0,11349.0,4193.0,762.0,18453.0,1212.0,765.0,3046.0,22600.0,22600.0,23057.0,23057.0,659.0,118488.0,194.0,426.0,115.0,560.0,296.0,537.0,124286.0,6010.0,127126.0,895.0,1157.0,822.0,129877.0
2020-01-16,3159.0,4455.0,655.0,284.0,806.0,3630.0,305.0,601.0,234.0,436.0,1508.0,635.0,2200.0,86.0,2528.0,4123.0,10132.0,11144.0,394.0,12238.0,824.0,640.0,1503.0,64.0,86559.0,440.0,89705.0,89999.0,801.0,375.0,91175.0,499.0,92553.0,79.0,553.0,93107.0,93108.0,81.0,88.0,179.0,219.0,69.0,656.0,49.0,160.0,156.0,71.0,1168.0,1657.0,395.0,454.0,1504.0,365.0,1931.0,459.0,1197.0,1308.0,2312.0,2398.0,45.0,3537.0,3482.0,3124.0,3119.0,241.0,5825.0,98.0,122.0,7380.0,91.0,165.0,179.0,119.0,50.0,247.0,262.0,135.0,409.0,959.0,70.0,48.0,53.0,236.0,52.0,1101.0,137.0,10726.0,11329.0,4192.0,763.0,18459.0,1202.0,765.0,3037.0,22606.0,22606.0,23079.0,23079.0,679.0,118532.0,184.0,396.0,112.0,585.0,300.0,547.0,124404.0,6083.0,127309.0,899.0,1124.0,857.0,130186.0
2020-01-17,3152.0,4455.0,652.0,280.0,806.0,3624.0,304.0,601.0,233.0,436.0,1506.0,636.0,2215.0,85.0,2521.0,4123.0,10124.0,11139.0,390.0,12270.0,825.0,642.0,1501.0,63.0,86574.0,440.0,89740.0,89999.0,800.0,375.0,91176.0,491.0,92547.0,78.0,549.0,93097.0,93098.0,84.0,90.0,180.0,215.0,71.0,662.0,49.0,160.0,156.0,73.0,1178.0,1670.0,395.0,454.0,1507.0,364.0,1935.0,457.0,1197.0,1307.0,2307.0,2411.0,46.0,3557.0,3500.0,3137.0,3130.0,241.0,5828.0,97.0,122.0,7382.0,91.0,165.0,178.0,119.0,49.0,251.0,261.0,144.0,412.0,960.0,70.0,48.0,53.0,236.0,52.0,1122.0,137.0,10734.0,11332.0,4197.0,738.0,18429.0,1194.0,765.0,3027.0,22574.0,22574.0,22998.0,22998.0,693.0,118500.0,223.0,425.0,101.0,571.0,304.0,549.0,124418.0,6153.0,127375.0,900.0,1064.0,872.0,130245.0
2020-01-18,3125.0,4455.0,651.0,276.0,801.0,3618.0,304.0,601.0,233.0,435.0,1506.0,636.0,2229.0,85.0,2516.0,4119.0,10121.0,11138.0,389.0,12331.0,821.0,637.0,1498.0,66.0,86585.0,439.0,89736.0,89999.0,798.0,373.0,91173.0,484.0,92534.0,78.0,544.0,93080.0,93081.0,88.0,92.0,183.0,219.0,71.0,668.0,49.0,160.0,155.0,76.0,1189.0,1686.0,395.0,454.0,1504.0,364.0,1936.0,457.0,1198.0,1308.0,2306.0,2424.0,47.0,3573.0,3515.0,3155.0,3146.0,241.0,5841.0,96.0,122.0,7385.0,91.0,164.0,177.0,118.0,49.0,256.0,258.0,154.0,415.0,963.0,70.0,48.0,53.0,236.0,52.0,1143.0,137.0,10752.0,11346.0,4202.0,755.0,18429.0,1188.0,769.0,3021.0,22576.0,22576.0,23000.0,23000.0,701.0,118458.0,223.0,442.0,107.0,588.0,312.0,554.0,124397.0,6212.0,127391.0,910.0,1179.0,889.0,130223.0
2020-01-19,3118.0,4451.0,654.0,275.0,799.0,3619.0,304.0,601.0,233.0,430.0,1504.0,636.0,2239.0,85.0,2509.0,4115.0,10107.0,11127.0,386.0,12393.0,819.0,633.0,1503.0,68.0,86625.0,435.0,89740.0,89999.0,795.0,372.0,91170.0,475.0,92524.0,78.0,542.0,93068.0,93068.0,92.0,95.0,185.0,227.0,73.0,676.0,49.0,160.0,154.0,78.0,1201.0,1702.0,394.0,454.0,1500.0,364.0,1931.0,457.0,1197.0,1308.0,2306.0,2437.0,47.0,3585.0,3526.0,3170.0,3160.0,241.0,5852.0,95.0,122.0,7388.0,90.0,162.0,176.0,118.0,49.0,251.0,258.0,163.0,418.0,969.0,70.0,48.0,51.0,236.0,52.0,1165.0,137.0,10779.0,11371.0,4202.0,778.0,18452.0,1189.0,783.0,3021.0,22599.0,22599.0,23076.0,23076.0,710.0,118515.0,227.0,483.0,116.0,610.0,327.0,565.0,124484.0,6272.0,127510.0,932.0,1258.0,940.0,130559.0
2020-01-20,3092.0,4445.0,655.0,268.0,799.0,3616.0,304.0,600.0,233.0,428.0,1505.0,632.0,2249.0,85.0,2503.0,4111.0,10091.0,11112.0,384.0,12384.0,823.0,635.0,1505.0,68.0,86666.0,431.0,89769.0,82921.0,799.0,371.0,85425.0,466.0,88118.0,77.0,539.0,90172.0,90548.0,97.0,100.0,189.0,235.0,75.0,682.0,50.0,160.0,154.0,80.0,1215.0,1707.0,394.0,454.0,1496.0,364.0,1924.0,457.0,1195.0,1306.0,2302.0,2449.0,47.0,3592.0,3532.0,3180.0,3172.0,240.0,5864.0,94.0,122.0,7390.0,90.0,161.0,176.0,119.0,49.0,253.0,257.0,172.0,422.0,972.0,70.0,48.0,51.0,236.0,51.0,1188.0,138.0,10810.0,11400.0,4201.0,796.0,18487.0,1193.0,835.0,3047.0,22647.0,22647.0,23150.0,23150.0,710.0,118480.0,233.0,492.0,128.0,646.0,348.0,590.0,124583.0,6366.0,127686.0,948.0,1226.0,958.0,130814.0
2020-01-21,3083.0,4444.0,655.0,266.0,799.0,3610.0,304.0,600.0,233.0,427.0,1509.0,629.0,2264.0,85.0,2496.0,4106.0,10080.0,11104.0,382.0,12195.0,833.0,644.0,1517.0,71.0,86633.0,430.0,89773.0,71126.0,803.0,371.0,72297.0,459.0,73858.0,77.0,533.0,75239.0,75651.0,99.0,99.0,191.0,234.0,73.0,690.0,51.0,161.0,153.0,83.0,1228.0,1715.0,393.0,454.0,1491.0,364.0,1917.0,457.0,1195.0,1304.0,2298.0,2461.0,47.0,3597.0,3536.0,3186.0,3181.0,239.0,5873.0,93.0,122.0,7393.0,90.0,161.0,176.0,119.0,49.0,257.0,254.0,181.0,425.0,971.0,70.0,48.0,51.0,236.0,51.0,1210.0,139.0,10836.0,11428.0,4196.0,795.0,18499.0,1201.0,887.0,3071.0,22677.0,22677.0,23187.0,23187.0,721.0,110555.0,230.0,484.0,125.0,650.0,356.0,624.0,118748.0,6403.0,122343.0,957.0,1131.0,950.0,126341.0
2020-01-22,3083.0,4443.0,655.0,266.0,799.0,3610.0,304.0,599.0,233.0,427.0,1511.0,630.0,2273.0,85.0,2494.0,4103.0,10066.0,11092.0,378.0,11888.0,845.0,657.0,1528.0,70.0,86583.0,430.0,89726.0,71003.0,805.0,371.0,72199.0,452.0,73543.0,77.0,530.0,74097.0,74103.0,100.0,99.0,190.0,231.0,73.0,695.0,51.0,160.0,153.0,79.0,1240.0,1718.0,392.0,453.0,1487.0,363.0,1911.0,457.0,1195.0,1304.0,2295.0,2453.0,47.0,3601.0,3539.0,3191.0,3189.0,238.0,5881.0,93.0,122.0,7395.0,90.0,161.0,176.0,120.0,49.0,253.0,253.0,189.0,428.0,972.0,70.0,48.0,51.0,236.0,51.0,1228.0,140.0,10858.0,11449.0,4180.0,780.0,18476.0,1209.0,904.0,3075.0,22660.0,22660.0,23167.0,23167.0,676.0,100332.0,208.0,486.0,116.0,643.0,357.0,639.0,107161.0,6367.0,110498.0,963.0,1057.0,925.0,114112.0
2020-01-23,3083.0,4443.0,656.0,265.0,794.0,3611.0,298.0,593.0,233.0,427.0,1509.0,630.0,2274.0,85.0,2493.0,4103.0,10065.0,11093.0,377.0,11845.0,849.0,661.0,1537.0,72.0,86585.0,430.0,89710.0,70594.0,805.0,371.0,71785.0,444.0,73124.0,76.0,529.0,73697.0,73714.0,102.0,102.0,191.0,233.0,77.0,699.0,51.0,159.0,153.0,72.0,1243.0,1730.0,392.0,453.0,1483.0,362.0,1905.0,457.0,1196.0,1301.0,2291.0,2418.0,47.0,3578.0,3522.0,3188.0,3190.0,236.0,5888.0,92.0,122.0,7398.0,90.0,161.0,176.0,121.0,49.0,250.0,253.0,198.0,431.0,975.0,70.0,48.0,51.0,235.0,51.0,1221.0,142.0,10869.0,11465.0,4177.0,778.0,18447.0,1217.0,894.0,3090.0,22655.0,22655.0,23169.0,23169.0,726.0,99600.0,210.0,487.0,123.0,643.0,367.0,649.0,105843.0,6355.0,108876.0,974.0,1101.0,961.0,111847.0
2020-01-24,3080.0,4443.0,661.0,261.0,792.0,3611.0,296.0,587.0,233.0,427.0,1502.0,629.0,2267.0,85.0,2490.0,4106.0,10063.0,11095.0,375.0,11905.0,852.0,661.0,1542.0,71.0,86619.0,427.0,89709.0,70583.0,804.0,371.0,71757.0,436.0,73063.0,76.0,524.0,73589.0,73590.0,109.0,114.0,197.0,251.0,90.0,709.0,52.0,160.0,153.0,67.0,1247.0,1733.0,390.0,453.0,1480.0,362.0,1899.0,457.0,1197.0,1298.0,2288.0,2381.0,47.0,3536.0,3479.0,3159.0,3164.0,235.0,5880.0,91.0,122.0,7400.0,90.0,161.0,176.0,122.0,49.0,250.0,253.0,206.0,435.0,977.0,70.0,48.0,51.0,236.0,51.0,1210.0,142.0,10860.0,11456.0,4176.0,802.0,18452.0,1215.0,888.0,3094.0,22668.0,22668.0,23222.0,23222.0,754.0,99309.0,238.0,493.0,136.0,645.0,382.0,674.0,105585.0,6377.0,108617.0,993.0,1171.0,1033.0,111746.0
2020-01-25,3054.0,4443.0,662.0,256.0,791.0,3608.0,296.0,586.0,233.0,427.0,1498.0,625.0,2262.0,85.0,2481.0,4107.0,10061.0,11095.0,372.0,11943.0,882.0,683.0,1574.0,78.0,86685.0,424.0,89797.0,70662.0,804.0,369.0,71829.0,429.0,73121.0,75.0,520.0,73631.0,73628.0,118.0,124.0,200.0,275.0,98.0,725.0,54.0,162.0,152.0,62.0,1259.0,1732.0,390.0,453.0,1478.0,362.0,1894.0,457.0,1195.0,1296.0,2286.0,2345.0,47.0,3495.0,3436.0,3117.0,3123.0,236.0,5846.0,90.0,122.0,7402.0,90.0,161.0,176.0,122.0,49.0,252.0,253.0,214.0,438.0,983.0,70.0,48.0,51.0,236.0,51.0,1200.0,142.0,10854.0,11443.0,4173.0,841.0,18495.0,1216.0,939.0,3127.0,22736.0,22736.0,23439.0,23439.0,749.0,99400.0,243.0,494.0,147.0,652.0,393.0,699.0,105670.0,6426.0,108709.0,1015.0,1187.0,1080.0,111896.0
2020-01-26,3045.0,4443.0,662.0,256.0,785.0,3606.0,296.0,585.0,233.0,427.0,1497.0,625.0,2264.0,85.0,2475.0,4104.0,10055.0,11092.0,371.0,12004.0,940.0,739.0,1638.0,80.0,86737.0,423.0,89918.0,70782.0,804.0,368.0,71946.0,422.0,73228.0,74.0,517.0,73732.0,73727.0,123.0,126.0,199.0,284.0,94.0,739.0,54.0,161.0,155.0,56.0,1276.0,1732.0,390.0,453.0,1477.0,362.0,1888.0,456.0,1193.0,1294.0,2282.0,2307.0,47.0,3453.0,3392.0,3075.0,3081.0,237.0,5805.0,89.0,122.0,7405.0,90.0,161.0,176.0,123.0,48.0,253.0,253.0,223.0,441.0,987.0,70.0,47.0,51.0,236.0,51.0,1190.0,142.0,10852.0,11436.0,4160.0,861.0,18525.0,1224.0,957.0,3148.0,22779.0,22779.0,23549.0,23549.0,696.0,99602.0,227.0,501.0,154.0,652.0,408.0,723.0,105927.0,6506.0,109022.0,1032.0,1254.0,1146.0,112327.0
2020-01-27,3045.0,4444.0,660.0,252.0,785.0,3604.0,296.0,581.0,233.0,427.0,1496.0,625.0,2270.0,85.0,2470.0,4102.0,10045.0,11085.0,368.0,12029.0,993.0,794.0,1707.0,77.0,86794.0,423.0,90042.0,70907.0,805.0,368.0,72071.0,416.0,73346.0,74.0,516.0,73848.0,73843.0,126.0,126.0,196.0,282.0,92.0,742.0,54.0,160.0,156.0,48.0,1285.0,1736.0,390.0,451.0,1475.0,362.0,1882.0,455.0,1194.0,1293.0,2281.0,2270.0,47.0,3409.0,3347.0,3032.0,3042.0,238.0,5765.0,88.0,122.0,7407.0,90.0,161.0,176.0,124.0,47.0,261.0,253.0,231.0,445.0,989.0,70.0,48.0,51.0,236.0,51.0,1179.0,143.0,10853.0,11433.0,4156.0,853.0,18507.0,1227.0,939.0,3165.0,22788.0,22788.0,23521.0,23521.0,669.0,99709.0,211.0,478.0,153.0,651.0,416.0,754.0,106100.0,6473.0,109143.0,1038.0,1275.0,1124.0,112601.0
2020-01-28,3045.0,4452.0,656.0,246.0,785.0,3592.0,296.0,579.0,233.0,427.0,1496.0,626.0,2272.0,85.0,2461.0,4099.0,10040.0,11083.0,365.0,12035.0,1040.0,847.0,1765.0,78.0,86818.0,423.0,90134.0,71003.0,805.0,368.0,72170.0,409.0,73440.0,74.0,512.0,73943.0,73940.0,130.0,133.0,198.0,290.0,100.0,739.0,54.0,160.0,156.0,42.0,1281.0,1742.0,390.0,450.0,1471.0,362.0,1876.0,455.0,1194.0,1292.0,2279.0,2234.0,48.0,3367.0,3303.0,2988.0,3004.0,238.0,5728.0,87.0,122.0,7410.0,89.0,161.0,176.0,125.0,47.0,262.0,253.0,239.0,448.0,995.0,70.0,48.0,51.0,236.0,51.0,1166.0,144.0,10853.0,11433.0,4156.0,838.0,18490.0,1224.0,941.0,3163.0,22769.0,22769.0,23520.0,23520.0,683.0,99810.0,197.0,484.0,157.0,630.0,425.0,772.0,106233.0,6412.0,109193.0,1039.0,1217.0,1069.0,112565.0
2020-01-29,3045.0,4462.0,655.0,246.0,785.0,3590.0,296.0,579.0,232.0,427.0,1496.0,626.0,2272.0,85.0,2457.0,4092.0,10032.0,11076.0,365.0,12053.0,1071.0,878.0,1809.0,79.0,86828.0,423.0,90189.0,71064.0,802.0,368.0,72234.0,403.0,73502.0,73.0,508.0,74005.0,74003.0,133.0,137.0,202.0,296.0,103.0,751.0,54.0,160.0,158.0,36.0,1281.0,1741.0,389.0,449.0,1468.0,362.0,1868.0,453.0,1192.0,1288.0,2274.0,2217.0,49.0,3325.0,3259.0,2945.0,2964.0,237.0,5689.0,87.0,122.0,7412.0,88.0,158.0,176.0,125.0,46.0,250.0,253.0,241.0,448.0,997.0,70.0,48.0,51.0,236.0,51.0,1154.0,145.0,10846.0,11427.0,4154.0,829.0,18474.0,1225.0,934.0,3147.0,22739.0,22739.0,23571.0,23571.0,682.0,99932.0,203.0,481.0,168.0,632.0,444.0,802.0,106386.0,6412.0,109323.0,1055.0,1245.0,1112.0,112646.0
2020-01-30,3045.0,4466.0,655.0,246.0,781.0,3589.0,296.0,579.0,230.0,424.0,1495.0,626.0,2271.0,84.0,2455.0,4089.0,10020.0,11066.0,361.0,12058.0,1100.0,907.0,1836.0,82.0,86824.0,423.0,90219.0,71095.0,800.0,368.0,72264.0,396.0,73527.0,72.0,504.0,74030.0,74030.0,155.0,160.0,214.0,337.0,123.0,770.0,64.0,171.0,174.0,37.0,1296.0,1741.0,389.0,448.0,1463.0,360.0,1859.0,452.0,1191.0,1283.0,2270.0,2223.0,49.0,3307.0,3233.0,2908.0,2927.0,236.0,5650.0,86.0,122.0,7414.0,88.0,158.0,175.0,125.0,46.0,246.0,253.0,242.0,444.0,994.0,70.0,48.0,51.0,236.0,50.0,1143.0,147.0,10833.0,11415.0,4150.0,838.0,18474.0,1223.0,956.0,3156.0,22746.0,22746.0,23664.0,23664.0,681.0,100040.0,210.0,485.0,171.0,631.0,457.0,835.0,106553.0,6445.0,109500.0,1175.0,1335.0,1227.0,112963.0
2020-01-31,3045.0,4469.0,655.0,243.0,778.0,3588.0,296.0,579.0,229.0,420.0,1498.0,626.0,2279.0,83.0,2449.0,4084.0,10019.0,11069.0,359.0,12057.0,1112.0,925.0,1865.0,81.0,86804.0,423.0,90227.0,71107.0,797.0,365.0,72273.0,390.0,73531.0,72.0,500.0,74032.0,74032.0,155.0,167.0,216.0,362.0,132.0,793.0,63.0,176.0,166.0,43.0,1325.0,1752.0,389.0,447.0,1460.0,358.0,1853.0,451.0,1191.0,1281.0,2268.0,2228.0,49.0,3304.0,3228.0,2895.0,2912.0,235.0,5621.0,85.0,122.0,7417.0,88.0,158.0,173.0,124.0,46.0,248.0,252.0,242.0,439.0,990.0,70.0,48.0,50.0,236.0,50.0,1132.0,149.0,10815.0,11397.0,4148.0,856.0,18480.0,1224.0,968.0,3168.0,22770.0,22770.0,23779.0,23779.0,729.0,100232.0,230.0,521.0,181.0,642.0,476.0,868.0,106788.0,6479.0,109742.0,1190.0,1381.0,1272.0,113505.0
2020-02-01,3045.0,4471.0,655.0,241.0,774.0,3626.0,296.0,579.0,229.0,417.0,1500.0,622.0,2282.0,83.0,2442.0,4085.0,10013.0,11065.0,358.0,12027.0,1108.0,983.0,1872.0,79.0,85241.0,423.0,89159.0,79988.0,794.0,364.0,79489.0,384.0,79055.0,71.0,499.0,77655.0,77183.0,153.0,160.0,209.0,357.0,123.0,814.0,64.0,170.0,156.0,30.0,1362.0,1784.0,389.0,447.0,1458.0,358.0,1885.0,451.0,1191.0,1281.0,2266.0,2232.0,49.0,3308.0,3227.0,2891.0,2911.0,234.0,5612.0,84.0,122.0,7419.0,88.0,158.0,171.0,123.0,46.0,252.0,250.0,242.0,435.0,989.0,70.0,48.0,49.0,236.0,50.0,1122.0,151.0,10799.0,11380.0,4135.0,876.0,18499.0,1229.0,957.0,3169.0,22788.0,22788.0,23831.0,23831.0,795.0,100533.0,253.0,556.0,182.0,675.0,491.0,903.0,107103.0,6499.0,110044.0,1202.0,1402.0,1254.0,113839.0
2020-02-02,3045.0,4472.0,655.0,237.0,771.0,3682.0,293.0,577.0,229.0,413.0,1498.0,613.0,2277.0,83.0,2434.0,4142.0,10008.0,11063.0,354.0,11933.0,1104.0,1143.0,2049.0,81.0,80387.0,423.0,83693.0,90712.0,792.0,363.0,92231.0,378.0,93626.0,71.0,496.0,93683.0,93361.0,148.0,145.0,200.0,327.0,107.0,807.0,62.0,167.0,151.0,21.0,1385.0,1820.0,389.0,447.0,1456.0,357.0,1948.0,451.0,1192.0,1280.0,2264.0,2238.0,49.0,3359.0,3265.0,2906.0,2912.0,232.0,5611.0,83.0,121.0,7420.0,88.0,158.0,171.0,123.0,46.0,250.0,249.0,242.0,430.0,986.0,70.0,48.0,49.0,236.0,50.0,1111.0,152.0,10785.0,11365.0,4119.0,868.0,18503.0,1229.0,934.0,3162.0,22773.0,22773.0,23795.0,23795.0,813.0,110179.0,234.0,549.0,169.0,702.0,479.0,918.0,114503.0,6518.0,116880.0,1264.0,1334.0,1227.0,119628.0
